Category,Code,Language,Description
Nace2003,1430005,FR,l'extraction de terres colorantes et de spath fluor
Nace2003,1430006,FR,le ramassage de guano.
Nace2003,144,FR,Production de sel
Nace2003,1440,FR,Production de sel
Nace2003,14400,FR,Production de sel
Nace2003,1440001,FR,"l'extraction minière de sel, y compris par dissolution et pompage"
Nace2003,1440002,FR,la production de sel par évaporation de l'eau de mer ou d'autres eaux salées
Nace2003,1440003,FR,la production de saumures et autres solutions salines
Nace2003,1440004,FR,"le broyage, la purification et le raffinage du sel."
Nace2003,145,FR,Autres activités extractives n.d.a.
Nace2003,1450,FR,Autres activités extractives n.d.a.
Nace2003,14500,FR,Autres activités extractives n.d.a.
Nace2003,1450001,FR,"l'extraction de minéraux et de matériaux divers : terraux et humus, matières abrasives, amiante, farines siliceuses fossiles, graphite naturel, stéatite (talc), feldspath, pierres gemmes, quartz, mica"
Nace2003,15,FR,Industries alimentaires
Nace2003,151,FR,Industrie des viandes
Nace2003,1511,FR,Production et conservation de viande
Nace2003,15111,FR,Production de viande fraîche
Nace2003,1511101,FR,l'abattage des animaux
Nace2003,1511102,FR,"la production de viande fraîche, en carcasses ou en morcceaux."
Nace2003,1511103,FR,la production de cuirs et de peaux bruts provenant des abattoirs
Nace2003,1511104,FR,la fonte et le raffinage du saindoux et d'autres graisses animales comestibles
Nace2003,1511105,FR,la transformation des abats et charognes ; la production de farine de viandes et de farine d'os
Nace2003,1511106,FR,la préparation de boyaux naturels
Nace2003,1511107,FR,la production de laine de délainage.
Nace2003,15112,FR,Production de viande surgelée
Nace2003,1511201,FR,"la production de viande surgelée ou congelée, en carcasse ou en morceaux."
Nace2003,1512,FR,Production et conservation de viande de volailles
Nace2003,15121,FR,Production de viande fraîche de volailles
Nace2003,1512101,FR,l'abattage de volailles et de lapins
Nace2003,1512102,FR,la préparation de viande fraîche de volailles et de lapins
Nace2003,1512103,FR,la production de viande fraîche de volailles et de lapins en portions individuelles
Nace2003,1512104,FR,la production de plumes et de duvets.
Nace2003,15122,FR,Production de viande surgelée de volailles
Nace2003,1512201,FR,la production de viande surgelée de volailles et de lapins en portions individuelles.
Nace2003,1513,FR,Préparation de produits à base de viande et de conserves de viande
Nace2003,15131,FR,Préparation de produits frais à base de viande et de conserves de viande
Nace2003,1513101,FR,"la production de viande séchée, salée ou fumée"
Nace2003,1513102,FR,"la production de produits à base de viande : saucisses fraîches, salami, boudins, andouillettes, cervelas, saucisses de Boulogne, pâtés, galantines, rillettes, jambons cuits, extraits et jus de viande"
Nace2003,1513103,FR,la production de plats préparés à base de viande.
Nace2003,15132,FR,Préparation de produits surgelés à base de viande
Nace2003,1513201,FR,la production de produits surgelés à base de viande
Nace2003,1513202,FR,la production de plats surgelés préparés à base de viande.
Nace2003,152,FR,Transformation et conservation de poisson et fabrication de produits à base de poisson
Nace2003,1520,FR,Transformation et conservation de poisson et fabrication de produits à base de poisson
Nace2003,15201,FR,Transformation et conservation de poisson et fabrication de produits frais à base de poisson
Nace2003,1520101,FR,"la conservation, sauf par congélation ou surgélation, de poissons, de crustacés et mollusques : séchage, fumage, salage, saumurage, mise en conserve, etc."
Nace2003,1520102,FR,"la préparation de produits à base de poissons, de crustacés et de mollusques (à l'exclusion de produits surgelés) : poissons cuits, filets de poisson, laitances, caviar, succédanés du caviar, etc."
Nace2003,1520103,FR,la production de plats frais préparés à base de poisson
Nace2003,1520104,FR,les activités des navires se livrant uniquement à la transformation et à la conservation du poisson
Nace2003,1520105,FR,la production de farine de poisson.
Nace2003,15202,FR,Production de poisson surgelé et de produits à base de poisson
Nace2003,1520201,FR,"la congélation et la surgélation de poissons, de crustacés et de mollusques"
Nace2003,1520202,FR,"la préparation de produits surgelés à base de poissons, de crustacés et de mollusques"
Nace2003,1520203,FR,la production de plats surgelés préparés à base de poisson.
Nace2003,153,FR,Transformation et conservation de fruits et légumes
Nace2003,1531,FR,Transformation et conservation de pommes de terre
Nace2003,15311,FR,Transformation et conservation de pommes de terre
Nace2003,1531101,FR,"la production de conserves de pommes de terre, à l'exclusion des produits surgelés"
Nace2003,1531102,FR,la production de purées de pommes de terre déshydratées
Nace2003,1531103,FR,la production de pommes chips et de produits similaires
Nace2003,1531104,FR,la fabrication de farines et de fécules de pommes de terre
Nace2003,1531105,FR,l'épluchage industriel des pommes de terre.
Nace2003,15312,FR,Production de préparations surgelées à base de pommes de terre
Nace2003,1531201,FR,la production de pommes de terre précuites surgelées
Nace2003,1531202,FR,la fabrication de produits surgelés à base de pommes de terre.
Nace2003,1532,FR,Préparation de jus de fruits et de légumes
Nace2003,15320,FR,Préparation de jus de fruits et de légumes
Nace2003,1532001,FR,la fabrication de nectars et de concentrés
Nace2003,1532002,FR,la fabrication de sirops de fruits.
Nace2003,1533,FR,Transformation et conservation de fruits et légumes n.d.a.
Nace2003,15331,FR,Transformation et conservation de légumes
Nace2003,1533101,FR,"la conservation des légumes : séchage, immersion dans l'huile ou le vinaigre, mise en conserve, etc."
Nace2003,1533102,FR,l'élaboration de produits alimentaires à base de légumes.
Nace2003,15332,FR,Production de légumes surgelés
Nace2003,1533201,FR,la production de légumes surgelés
Nace2003,1533202,FR,l'élaboration de produits alimentaires à base de légumes surgelés
Nace2003,15333,FR,Transformation et conservation de fruits
Nace2003,1533301,FR,"la conservation de fruits : congélation, séchage, immersion, mise en conserve, etc."
Nace2003,1533302,FR,l'élaboration de produits alimentaires à base de fruits
Nace2003,1533303,FR,la fabrication de pulpes de fruits
Nace2003,1533304,FR,"la fabrication de confitures, marmelades et gelées."
Nace2003,154,FR,Industrie des corps gras
Nace2003,1541,FR,Production d'huiles et de graisses brutes
Nace2003,15411,FR,Production d'huiles végétales brutes
Nace2003,1541101,FR,"la production d'huiles végétales brutes : huiles d'olive, de soja, de palme, de tournesol, de coton, de navette, de colza, de moutarde, de lin, etc."
Nace2003,1541102,FR,"la production de farine ou de semoule de graines, noix ou amandes oléagineuses, non déshuilées."
Nace2003,15412,FR,Production d'huiles et de graisses brutes d'origine animale
Nace2003,1541201,FR,la production d'huiles et de graisses animales non comestibles
Nace2003,1541202,FR,l'extraction d'huiles de poissons et de mammifères marins.
Nace2003,1542,FR,Fabrication d'huiles et de graisses raffinées
Nace2003,15420,FR,Fabrication d'huiles et de graisses raffinées
Nace2003,1542001,FR,"le raffinage d'huiles végétales : huiles d'olive, de soja, etc."
Nace2003,1542002,FR,"le traitement des huiles végétales : soufflage, cuisson, oxydation, polymérisation, déshydratation, hydrogénation, etc."
Nace2003,1543,FR,Fabrication de margarine et de graisses comestibles similaires
Nace2003,15430,FR,Fabrication de margarine et de graisses comestibles similaires
Nace2003,1543001,FR,la fabrication de margarine
Nace2003,1543002,FR,la fabrication de mélanges et autres pâtes à tartiner similaires
Nace2003,1543003,FR,la fabrication de graisses composées destinées à la cuisson des aliments.
Nace2003,155,FR,Industrie laitière
Nace2003,1551,FR,Fabrication de produits laitiers
Nace2003,15510,FR,Fabrication de produits laitiers
Nace2003,1551001,FR,"la production de laits liquides frais, pasteurisés, stérilisés, homogénéisés et/ou ayant subi un chauffage ultracourt (U.H.T.)"
Nace2003,1551002,FR,la production de crèmes de lait
Nace2003,1551003,FR,"la production de laits concentrés, édulcorés ou non"
Nace2003,1551004,FR,la production de laits en poudre
Nace2003,1551005,FR,la production de beurre
Nace2003,1551006,FR,la production de fromages et de caillebotte
Nace2003,1551007,FR,la production de lactosérum
Nace2003,1551008,FR,la production de caséine et de lactose
Nace2003,1551009,FR,la production de yoghourt
Nace2003,1551010,FR,la production de desserts lactés frais.
Nace2003,1552,FR,Fabrication de glaces de consommation
Nace2003,15520,FR,Fabrication de glaces de consommation
Nace2003,1552001,FR,"la production de crèmes glacées et d'autres glaces de consommation (ex. sorbet), y compris les crèmes glacées mises en vente par le producteur sur la voie publique."
Nace2003,156,FR,Travail des grains et fabrication de produits amylacés
Nace2003,1561,FR,Travail des grains
Nace2003,15610,FR,Travail des grains
Nace2003,1561001,FR,"la mouture des grains, y compris leur préparation (séchage, triage, etc.) et la production de farines, de gruaux, de semoules ou d'agglomérés sous forme de pellets, de blé, de seigle, d'avoine, de maï"
Nace2003,1561002,FR,la mouture du riz et la production de farine de riz
Nace2003,1561003,FR,"la production de riz blanchi, poli, glacé, etuvé ou converti"
Nace2003,1561004,FR,"la mouture des légumes et la production de farines et de semoules de légumes à cosse secs, de racines ou tubercules, ou de fruits à coque comestibles"
Nace2003,1561005,FR,la fabrication d'aliments pour le petit déjeuner à base de céréales
Nace2003,1561006,FR,"la fabrication de farines mélangées préparées pour la fabrication de pains, de gâteaux, de biscuits, de crêpes, etc."
Nace2003,1562,FR,Fabrication de produits amylacés
Nace2003,15620,FR,Fabrication de produits amylacés
Nace2003,1562001,FR,"la fabrication de produits amylacés à partir de riz, de pommes de terre, de maïs, etc."
Nace2003,1562002,FR,la fabrication d'inuline
Nace2003,1562003,FR,la mouture du maïs par voie humide
Nace2003,1562004,FR,"la fabrication de glucose, de sirop de glucose, de maltose, etc."
Nace2003,1562005,FR,la fabrication de gluten
Nace2003,1562006,FR,la fabrication de tapioca
Nace2003,1562007,FR,la fabrication d'huile de maïs
Nace2003,1562008,FR,la fabrication de miel artificiel et de caramel.
Nace2003,157,FR,Fabrication d'aliments pour animaux
Nace2003,1571,FR,Fabrication d'aliments pour animaux de ferme
Nace2003,15710,FR,Fabrication d'aliments pour animaux de ferme
Nace2003,1571001,FR,"la fabrication de produits composés pour l'alimentation des animaux de ferme, y compris les aliments de complément"
Nace2003,1571002,FR,la préparation de produits non mélangés pour l'alimentation des animaux de ferme
Nace2003,1571003,FR,la fabrication de fourrage déshydraté.
Nace2003,1572,FR,Fabrication d'aliments pour animaux de compagnie
Nace2003,15720,FR,Fabrication d'aliments pour animaux de compagnie
Nace2003,1572001,FR,Fabrication d'aliments pour animaux de compagnie.
Nace2003,158,FR,Autres industries alimentaires
Nace2003,1581,FR,Fabrication de pain et de pâtisserie fraîche
Nace2003,15811,FR,Boulangeries industrielles
Nace2003,1581101,FR,"la fabrication à l'échelle industrielle de pains, petits pains,gâteaux frais,tartes et autres prod. frais de pâtisserie (prod.surgelés inclus) principalement destinés à être livrés au commerce de déta"
Nace2003,1581102,FR,la fabrication de pâtes destinées à la cuisson.
Nace2003,15812,FR,Boulangeries et/ou pâtisseries artisanales
Nace2003,1581201,FR,"la fabrication artisanale de pains, de petits pains, de gâteaux frais, de tartes et d'autres produits frais de pâtisserie."
Nace2003,1582,FR,"Biscotterie et biscuiterie, patisserie de conservation"
Nace2003,15820,FR,"Biscotterie et biscuiterie, patisserie de conservation"
Nace2003,1582001,FR,"la fabrication de biscottes, de biscuits, de pains d'épices, etc."
Nace2003,1582002,FR,la fabrication de pâtisserie et de gâteaux de conservation (à l'exclusion des produits surgelés)
Nace2003,1582003,FR,"la fabrication de produits ""apéritifs"" sucrés ou salés."
Nace2003,1583,FR,Fabrication de sucre
Nace2003,15830,FR,Fabrication de sucre
Nace2003,1583001,FR,"la production de sucre et de sirop de sucre obtenus à partir de jus de canne, de betterave, d'érable, de palme, etc."
Nace2003,1583002,FR,la production de saccharose
Nace2003,1583003,FR,la production de sucre candi
Nace2003,1583004,FR,le raffinage du sucre
Nace2003,1583005,FR,la production de mélasse.
Nace2003,1584,FR,"Chocolaterie, confiserie"
Nace2003,15840,FR,"Chocolaterie, confiserie"
Nace2003,1584001,FR,"la fabrication de cacao, de beurre de cacao, de graisse de cacao et d'huile de cacao"
Nace2003,1584002,FR,la fabrication du chocolat et de confiseries au chocolat
Nace2003,1584003,FR,la fabrication de confiseries
Nace2003,1584004,FR,la fabrication de confiseries médicinales
Nace2003,1584005,FR,la fabrication de pâtes à mâcher
Nace2003,1584006,FR,la fabrication de fruits confits.
Nace2003,1585,FR,Fabrication de pâtes alimentaires
Nace2003,15850,FR,Fabrication de pâtes alimentaires
Nace2003,1585001,FR,"la fabrication de pâtes alimentaires farcies ou non, fraîches ou cuites telles les macaronis, les spaghettis, les nouilles, les lasagnes, etc."
Nace2003,1585002,FR,la fabrication de couscous.
Nace2003,1586,FR,Transformation du thé et du café
Nace2003,15860,FR,Transformation du thé et du café
Nace2003,1586001,FR,"la torréfaction et la décaféination du café : fabrication de café moulu, fabrication de café soluble, fabrication d'extraits et de concentrés de café"
Nace2003,1586002,FR,la fabrication de succédanés du café
Nace2003,1586003,FR,la fabrication de chicorée
Nace2003,1586004,FR,le mélange du thé et du maté
Nace2003,1586005,FR,"le conditionnement du thé, y compris en sachets"
Nace2003,1586006,FR,"la fabrication de tisanes de plantes (menthe, verveine, camomille, etc.)"
Nace2003,1587,FR,"Fabrication de condiments, assaisonnements et sauces"
Nace2003,15870,FR,"Fabrication de condiments, assaisonnements et sauces"
Nace2003,1587001,FR,"la fabrication de condiments et d'épices (y compris la mouture, le mélange, etc.)"
Nace2003,1587002,FR,la fabrication du vinaigre
Nace2003,1587003,FR,la fabrication de sauces
Nace2003,1587004,FR,"la fabrication de mayonnaise, ketchup, moutarde préparée, etc."
Nace2003,1588,FR,Fabrication de préparations homogénéisées et d'aliments diététiques
Nace2003,15880,FR,Fabrication de préparations homogénéisées et d'aliments diététiques
